Marka,Model,KM,Yakit,Yil,Fiyat
opel,astra,115000,benzin_lpg,2012,695000
dacia,sandero,66500,benzin,2021,725000
volkswagen,jetta,158930,benzin,2015,825000
renault,symbol,190141,benzin_lpg,2011,495000
ford,puma,16620,benzin,2020,1400000
fiat,egea,86649,benzin,2021,725000
ford,kuga,10383,dizel,2022,1775000
ford,tourneo courier,10250,dizel,2022,895000
ford,focus,113054,benzin_lpg,2011,550000
renault,megane,127000,dizel,2018,895000
ford,tourneo courier,24607,dizel,2022,875000
ford,tourneo courier,9575,dizel,2022,895000
ford,focus,44955,benzin,2017,835000
toyota,yaris,133000,benzin,2015,590000
opel,corsa,50700,benzin,2014,650000
ford,tourneo courier,84000,dizel,2017,850000
ford,tourneo courier,32600,dizel,2021,825000
peugeot,2008,146000,dizel,2015,750000
ford,kuga,50000,dizel,2017,800000
renault,clio,42800,dizel,2019,750000
ford,tourneo courier,21500,dizel,2022,830000
ford,mondeo,152000,dizel,2016,840000
ford,transit,7000,dizel,2022,980000
ford,transit,133026,dizel,2015,1250000
ford,kuga,34000,dizel,2020,1600000
honda,city,6900,benzin,2022,905000
volkswagen,passat,135000,benzin,2014,945000
ford,transit,127000,dizel,2017,850000
ford,tourneo courier,13000,dizel,2022,900000
peugeot,301,46500,benzin,2019,650000
volkswagen,caddy,94000,dizel,2019,1000000
ford,fiesta,37500,benzin,2018,870000
fiat,pratico,185000,dizel,2015,400000
ford,transit,283700,dizel,2015,1650000
ford,focus,39461,benzin,2018,825000
ford,fiesta,181000,benzin_lpg,2010,500000
ford,focus,46268,dizel,2017,865000
volkswagen,passat,150000,benzin,2013,875000
skoda,octavia,83257,hybrit,2021,1075000
ford,focus,120710,dizel,2017,755000
ford,tourneo courier,207000,dizel,2021,630000
ford,kuga,87414,dizel,2020,1410000
honda,city,180000,benzin_lpg,2007,450000
ford,tourneo courier,147608,dizel,2015,610000
ford,ecosport,27125,benzin,2022,875000
ford,transit,337000,dizel,2016,730000
opel,corsa,71000,benzin,2015,560000
opel,crossland,14000,benzin,2022,1060000
ford,tourneo connect,221000,dizel,2013,550000
ford,transit,354000,dizel,2011,450000
ford,transit,49463,dizel,2021,1080000
ford,focus,85000,benzin_lpg,2017,805000
ford,tourneo connect,183280,dizel,2017,635000
ford,focus,120000,dizel,2017,870000
ford,transit,58299,dizel,2023,1100000
ford,focus,144000,benzin,2013,480000
iveco,35,155813,dizel,2017,840000
citroen,c- elysee,210210,dizel,2015,495000
ford,kuga,150745,dizel,2018,960000
ford,focus,118900,benzin_lpg,2016,790000
peugeot,508,32570,dizel,2022,1430000
honda,cr-v,158000,dizel,2015,930000
ford,focus,342000,dizel,2018,750000
volkswagen,golf,130000,benzin,2013,830000
ford,c-max,74000,dizel,2015,830000
ford,tourneo courier,22359,dizel,2022,780000
ford,fiesta,34098,dizel,2018,780000
ford,fiesta,43000,benzin,2019,680000
fiat,linea,80000,dizel,2017,530000
fiat,doblo,80000,dizel,2019,670000
renault,master,168000,dizel,2017,700000
renault,clio,20000,benzin,2019,620000
renault,megane,128000,dizel,2013,650000
renault,megane,180000,dizel,2012,600000
fiat,punto,218000,dizel,2012,430000
honda,civic,92000,benzin,2014,820000
opel,astra,92000,benzin,2012,630000
toyota,auris,127000,dizel,2012,550000
ford,transit,52000,dizel,2021,885000
audi,a3,220000,dizel,2012,715000
ford,transit,30000,dizel,2023,920000
renault,master,195475,dizel,2014,565000
honda,civic,167000,benzin_lpg,2012,785000
toyota,avensis,169000,benzin,2011,690000
volkswagen,polo,58000,benzin,2016,905000
dacia,sandero,125000,benzin_lpg,2012,505000
opel,astra,232000,dizel,2011,412000
skoda,octavia,84000,dizel,2016,1040000
volkswagen,jetta,217000,benzin_lpg,2007,660000
hyundai,accent era,150000,benzin_lpg,2008,450000
ford,focus,96000,dizel,2018,1210000
renault,master,2930,dizel,2017,505000
fiat,doblo,234009,dizel,2017,370000
fiat,doblo,54896,dizel,2017,650000
opel,corsa,1000,dizel,2017,495000
honda,city,3070,dizel,2017,355000
fiat,egea,14881,dizel,2017,710000
opel,corsa,6293,dizel,2017,725000
fiat,doblo,190,dizel,2017,625000
fiat,fiorino,568,dizel,2017,562500
fiat,ducato,308216,dizel,2017,450000
bmw,1 serisi,800,dizel,2017,1395950
hyundai,tucson,65,dizel,2017,1650000
hyundai,i20,248889,dizel,2017,313000
hyundai,i20,248699,dizel,2017,313000
fiat,linea,2300,dizel,2017,440000
fiat,linea,91102,dizel,2017,450000
fiat,ducato,79766,dizel,2017,740900
fiat,fiorino,1020,dizel,2017,345000
opel,astra,2421,dizel,2017,495000
opel,astra,1180,dizel,2017,590000
renault,trafic,416635,dizel,2017,165000
peugeot,bipper,1531,dizel,2017,450000
peugeot,206,2910,dizel,2017,355000
renault,clio,1540,dizel,2017,650000
fiat,fiorino,33076,dizel,2017,650000
fiat,fiorino,280,dizel,2017,650000
fiat,doblo,438,dizel,2017,800000
citroen,c3,37878,dizel,2017,755000
fiat,egea,12668,dizel,2017,799000
fiat,egea,12454,dizel,2017,799000
fiat,egea,12462,dizel,2017,799000
fiat,egea,1243,dizel,2017,799000
fiat,egea,12521,dizel,2017,799000
fiat,egea,12686,dizel,2017,799000
dacia,duster,53592,dizel,2017,990000
fiat,yeni egea cross,6074,dizel,2017,779000
fiat,yeni egea cross,4298,dizel,2017,779000
fiat,yeni egea cross,6241,dizel,2017,729000
jeep,compass,30767,dizel,2017,1500000
fiat,fiorino,1700,dizel,2017,485000
fiat,fiorino,90193,dizel,2017,489000
fiat,fiorino,42617,dizel,2017,489000
renault,clio,1100,dizel,2017,670000
fiat,fiorino,980,dizel,2017,585000
fiat,fiorino,515,dizel,2017,655000
fiat,egea,1220,dizel,2017,550000
ford,tourneo courier,1970,dizel,2017,567000
fiat,fiorino,330,dizel,2017,650000
fiat,fiorino,86616,dizel,2017,495000
fiat,doblo,48261,dizel,2017,600000
renault,broadway,2120,dizel,2017,300000
fiat,doblo,86643,dizel,2017,525000
fiat,doblo,1035,dizel,2017,560000
ford,focus,161179,dizel,2017,680000
fiat,fiorino,1560,dizel,2017,480000
fiat,egea,11945,dizel,2017,839900
ford,transit,33323,dizel,2017,540000
hyundai,accent,183385,dizel,2017,475900
toyota,corolla,140076,dizel,2017,485000
dacia,dokker,3433,dizel,2017,350000
fiat,egea,70424,dizel,2017,750000
fiat,egea,60803,dizel,2017,700000
fiat,ducato,1100,dizel,2017,800000
fiat,fiorino,2170,dizel,2017,300000
renault,clio,1740,dizel,2017,460000
fiat,egea,195,dizel,2017,835000
fiat,fiorino,1070,dizel,2017,535000
fiat,egea,61875,dizel,2017,680000
fiat,fiorino,244858,dizel,2017,410000
opel,corsa,200688,dizel,2017,255500
fiat,fiorino,147131,dizel,2017,375000
fiat,fiorino,172392,dizel,2017,313000
fiat,fiorino,168639,dizel,2017,373000
fiat,egea,155378,dizel,2017,780000
ford,kuga,950,dizel,2017,970000
fiat,fiorino,148,dizel,2017,665900
fiat,egea,130886,dizel,2017,520000
fiat,egea,2236,dizel,2017,620000
fiat,pratico,162037,dizel,2017,495000
renault,clio,20149,dizel,2017,895000
volkswagen,passat,1420,dizel,2017,1080000
jeep,renegade,47358,dizel,2017,1000000
hyundai,accent era,3890,dizel,2017,380000
citroen,nemo,3610,dizel,2017,360000
renault,symbol,1920,dizel,2017,400000
jeep,compass,65911,dizel,2017,1200000
fiat,linea,3530,dizel,2017,450000
opel,astra,1190,dizel,2017,595000
renault,symbol,2750,dizel,2017,295000
fiat,doblo,281138,dizel,2017,305000
hyundai,i20,239027,dizel,2017,323000
fiat,albea,217487,dizel,2017,420000
fiat,doblo,23707,dizel,2017,375000
fiat,marea,207448,dizel,2017,245000
fiat,bravo,3012,dizel,2017,305000
fiat,fiorino,1430,dizel,2017,440000
fiat,fiorino,169323,dizel,2017,300000
citroen,nemo,204426,dizel,2017,233000
hyundai,accent,2196,dizel,2017,285000
fiat,ducato,2000,dizel,2017,485000
fiat,ducato,89543,dizel,2017,725000
renault,symbol,85836,dizel,2017,460000
fiat,doblo,1170,dizel,2017,520000
renault,broadway,349557,dizel,2017,280000
seat,arona,450,dizel,2017,955000
volkswagen,jetta,146942,dizel,2017,450000
mercedes,glb,388,dizel,2017,1995000
renault,symbol,82279,dizel,2017,480000
ford,tourneo courier,1820,dizel,2017,425000
fiat,fiorino,3000,dizel,2017,290000
fiat,fiorino,167702,dizel,2017,400000
fiat,fiorino,1970,dizel,2017,420000
fiat,doblo,17682,dizel,2017,360900
renault,kangoo,2770,dizel,2017,275000
fiat,linea,84539,dizel,2017,495000
fiat,egea,125,dizel,2017,760000
fiat,egea,204229,dizel,2017,489500
opel,astra,168074,dizel,2017,440000
hyundai,getz,19059,dizel,2017,320000
fiat,albea,70482,dizel,2017,400000
ford,tourneo connect,23239,dizel,2017,350000
nissan,micra,37779,dizel,2017,600000
renault,clio,1880,dizel,2017,550000
jeep,compass,679,dizel,2017,1400000
fiat,palio,3250,dizel,2017,210000
renault,kangoo,2700,dizel,2017,300000
hyundai,i10,13932,dizel,2017,470000
fiat,egea,51945,dizel,2017,600000
fiat,fiorino,44949,dizel,2017,500000
fiat,fiorino,45069,dizel,2017,500000
fiat,egea,5526,dizel,2017,666000
volkswagen,golf,1800,dizel,2017,530000
fiat,doblo,224025,dizel,2017,420000
fiat,doblo,2100,dizel,2017,515000
fiat,fiorino,64055,dizel,2017,599000
peugeot,3008,78918,dizel,2017,900000
fiat,fiorino,702,dizel,2017,567000
fiat,egea,200,dizel,2017,710000
hyundai,i10,65408,dizel,2017,600000
fiat,ducato,139116,dizel,2017,550000
fiat,egea,275,dizel,2017,800000
fiat,500 l,94152,dizel,2017,680000
fiat,fiorino,7125,dizel,2017,600000
fiat,fiorino,46517,dizel,2017,500000
mercedes,cla,298,dizel,2017,1750000
fiat,palio,22459,dizel,2017,150000
volkswagen,polo,1617,dizel,2017,495000
fiat,fiorino,194152,dizel,2017,225000
opel,corsa,154191,dizel,2017,510000
fiat,doblo,12092,dizel,2017,530000
chevrolet,kalos,2200,dizel,2017,330000
peugeot,partner,2970,dizel,2017,275000
fiat,fiorino,25027,dizel,2017,620000
renault,broadway,2800,dizel,2017,250000
renault,symbol,153228,dizel,2017,380000
citroen,nemo,94937,dizel,2017,480000
fiat,doblo,1010,dizel,2017,515000
fiat,albea,153181,dizel,2017,300000
renault,symbol,650,dizel,2017,515000
alfa romeo,giulietta,610,dizel,2017,790000
mercedes,c,120143,dizel,2017,1000000
volkswagen,polo,107559,dizel,2017,565500
renault,master,5000,dizel,2017,475000
chevrolet,cruze,2140,dizel,2017,490000
fiat,linea,2060,dizel,2017,380000
renault,master,1250,dizel,2017,725000
citroen,c- elysee,104228,dizel,2017,545000
fiat,egea,2040,dizel,2017,525000
renault,clio,187482,dizel,2017,300000
fiat,palio,3000,dizel,2017,350000
fiat,fiorino,10739,dizel,2017,625000
volkswagen,tiguan,29789,dizel,2017,1450000
volkswagen,polo,1850,dizel,2017,415000
fiat,fiorino,5093,dizel,2017,580000
fiat,fiorino,80165,dizel,2017,580000
fiat,fiorino,24082,dizel,2017,595000
fiat,egea,203383,dizel,2017,610000
toyota,auris,2100,dizel,2017,520000
fiat,doblo,900,dizel,2017,655000
fiat,doblo,1025,dizel,2017,518500
fiat,doblo,67788,dizel,2017,519000
fiat,egea,100741,dizel,2017,645000
fiat,doblo,245818,dizel,2017,425000
fiat,doblo,166645,dizel,2017,550000
fiat,fiorino,67017,dizel,2017,550000
fiat,fiorino,12525,dizel,2017,575000
fiat,egea,170,dizel,2017,700000
fiat,egea,43031,dizel,2017,650900
fiat,egea,14076,dizel,2017,799000
fiat,egea,13573,dizel,2017,809000
fiat,egea,25983,dizel,2017,809000
fiat,egea,30072,dizel,2017,809000
fiat,egea,21458,dizel,2017,809000
seat,leon,142476,dizel,2017,785000
renault,megane,1710,dizel,2017,565000
opel,astra,800,dizel,2017,625000
fiat,doblo,267118,dizel,2017,589000
fiat,linea,1335,dizel,2017,520000
fiat,doblo,173825,dizel,2017,555000
renault,clio,7731,dizel,2017,560000
fiat,fiorino,136308,dizel,2017,510000
fiat,punto,1270,dizel,2017,555000
renault,clio,178556,dizel,2017,425000
ford,tourneo courier,1770,dizel,2017,510000
fiat,fiorino,990,dizel,2017,385000
kia,rio,119667,dizel,2017,610000
fiat,yeni egea sedan,58471,dizel,2017,839000
fiat,yeni egea sedan,50563,dizel,2017,839000
fiat,yeni egea sedan,4593,dizel,2017,839000
fiat,yeni egea sedan,23396,dizel,2017,839000
fiat,yeni egea sedan,46859,dizel,2017,839000
fiat,yeni egea sedan,5928,dizel,2017,839000
fiat,yeni egea sedan,43454,dizel,2017,839000
fiat,yeni egea sedan,49319,dizel,2017,869000
jeep,compass,10616,dizel,2017,1350000
fiat,egea,857,dizel,2017,799000
fiat,egea,36047,dizel,2017,794000
fiat,yeni egea cross,109796,dizel,2017,819000
fiat,yeni egea sedan,16952,dizel,2017,729000
fiat,yeni egea sedan,7566,dizel,2017,719000
fiat,yeni egea sedan,7657,dizel,2017,719000
fiat,yeni egea sedan,12675,dizel,2017,729000
fiat,yeni egea sedan,8701,dizel,2017,719000
fiat,yeni egea sedan,10747,dizel,2017,719000
fiat,yeni egea cross,11927,dizel,2017,729000
fiat,yeni egea cross,18414,dizel,2017,729000
fiat,yeni egea cross,17978,dizel,2017,739000
fiat,yeni egea cross,18901,dizel,2017,739000
fiat,yeni egea cross,12171,dizel,2017,729000
fiat,yeni egea cross,16019,dizel,2017,739000
fiat,yeni egea cross,17228,dizel,2017,729000
fiat,yeni egea cross,1598,dizel,2017,729000
fiat,yeni egea cross,19526,dizel,2017,729000
fiat,yeni egea cross,1849,dizel,2017,719000
fiat,yeni egea sedan,1261,dizel,2017,694000
alfa romeo,tonale,10643,dizel,2017,2200000
alfa romeo,tonale,18059,dizel,2017,2200000
fiat,egea,13561,dizel,2017,709000
fiat,egea,20426,dizel,2017,669000
fiat,egea,23862,dizel,2017,689000
fiat,egea,16945,dizel,2017,669000
fiat,egea,36853,dizel,2017,669000
fiat,doblo,81283,dizel,2017,650000
alfa romeo,tonale,26263,dizel,2017,2200000
fiat,egea,1640,dizel,2017,595000
mercedes,gla,97255,dizel,2017,1240000
peugeot,2008,53529,dizel,2017,1200000
ford,tourneo courier,51125,dizel,2017,930000
fiat,doblo,26246,dizel,2017,629000
fiat,doblo,16515,dizel,2017,629000
fiat,500,34767,dizel,2017,850000
citroen,c-elysee,99241,dizel,2017,650000
fiat,fiorino,76384,dizel,2017,530000
fiat,ducato,114805,dizel,2017,750000
fiat,fiorino,153625,dizel,2017,550000
fiat,egea,18941,dizel,2017,600000
fiat,fiorino,195529,dizel,2017,400000
fiat,albea,327071,dizel,2017,250000
peugeot,bipper,1270,dizel,2017,375000
dacia,duster,19639,dizel,2017,600000
fiat,doblo,31726,dizel,2017,350000
hyundai,i20,166425,dizel,2017,350000
hyundai,i20,1580,dizel,2017,475000
renault,kangoo,488851,dizel,2017,170000
dacia,sandero,294217,dizel,2017,350000
chevrolet,kalos,1570,dizel,2017,285000
fiat,doblo,960,dizel,2017,325000
fiat,doblo,80393,dizel,2017,650000
hyundai,getz,2100,dizel,2017,335000
dacia,dokker,780,dizel,2017,495000
chevrolet,cruze,2220,dizel,2017,400000
fiat,linea,59421,dizel,2017,650000
citroen,c- elysee,430,dizel,2017,670000
fiat,linea,2070,dizel,2017,450000
renault,megane,2513,dizel,2017,350000
hyundai,getz,1668,dizel,2017,428000
fiat,egea,106246,dizel,2017,690000
fiat,egea,1330,dizel,2017,565000
fiat,egea,19594,dizel,2017,605000
peugeot,expert,23323,dizel,2017,780000
fiat,doblo,166559,dizel,2017,460000
peugeot,partner,192489,dizel,2017,170000
fiat,linea,850,dizel,2017,480000
fiat,linea,211444,dizel,2017,450000
ford,transit courier,1977,dizel,2017,400000
ford,transit custom,244424,dizel,2017,500000
ford,transit,155774,dizel,2017,850000
ford,transit custom,133797,dizel,2017,570000
renault,kangoo,179216,dizel,2017,280000
peugeot,partner,122209,dizel,2017,315000
fiat,panda,167301,dizel,2017,260000
fiat,linea,105232,dizel,2017,450000
fiat,albea,3220,dizel,2017,395000
fiat,doblo,120613,dizel,2017,579000
hyundai,i20,297386,dizel,2017,300000
hyundai,getz,5237,dizel,2017,400000
fiat,ducato,162517,dizel,2017,715000
renault,megane,196678,dizel,2017,410000
fiat,egea,110,dizel,2017,835000
toyota,auris,199021,dizel,2017,350000
fiat,500 l,207126,dizel,2017,750000
ford,transit,151188,dizel,2017,675000
citroen,c-elysee,123747,dizel,2017,650000
citroen,c-elysee,117726,dizel,2017,650000
nissan,qashqai,29577,dizel,2017,1000000
dacia,sandero,216072,dizel,2017,610000
fiat,fiorino,10595,dizel,2017,510000
fiat,linea,112739,dizel,2017,440000
fiat,fiorino,3247,dizel,2017,469222
fiat,doblo,2587,dizel,2017,523222
fiat,doblo,32569,dizel,2017,505222
peugeot,boxer,2020,dizel,2017,560000
peugeot,boxer,181053,dizel,2017,560000
ford,transit courier,2104,dizel,2017,784222
ford,transit courier,2541,dizel,2017,640222
ford,transit courier,32569,dizel,2017,802222
renault,express,11843,dizel,2017,735000
volkswagen,golf,86553,dizel,2017,750000
fiat,ducato,2230,dizel,2017,490000
citroen,berlingo,38635,dizel,2017,255000
fiat,doblo,1256,dizel,2017,440000
fiat,doblo,249261,dizel,2017,457000
dacia,sandero,170809,dizel,2017,510000
fiat,ducato,1030,dizel,2017,700000
fiat,fiorino,123456,dizel,2017,425000
volkswagen,golf,98771,dizel,2017,530000
citroen,c5,2000,dizel,2017,395000
opel,mokka,192829,dizel,2017,720000
toyota,yaris,80048,dizel,2017,700001
fiat,egea,11598,dizel,2017,631500
ford,tourneo courier,15796,dizel,2017,580000
fiat,egea,39569,dizel,2017,1190000
fiat,egea,30468,dizel,2017,778000
kia,rio,31232,dizel,2017,788000
renault,captur,4374,dizel,2017,1141500
volkswagen,passat,95681,dizel,2017,1727000
volkswagen,passat,128947,dizel,2017,1323000
renault,megane,105005,dizel,2017,889000
renault,clio,55224,dizel,2017,616000
ford,focus,93965,dizel,2017,919000
ford,focus,98075,dizel,2017,969500
renault,megane,47569,dizel,2017,959500
kia,stonic,40609,dizel,2017,853500
renault,megane,123051,dizel,2017,894000
renault,megane,98798,dizel,2017,894000
renault,megane,9403,dizel,2017,899000
fiat,egea,99291,dizel,2017,717000
fiat,egea,47812,dizel,2017,752500
fiat,egea,767,dizel,2017,737500
skoda,superb,7975,dizel,2017,1222000
hyundai,i20,87015,dizel,2017,610000
skoda,octavia,121092,dizel,2017,1005000
skoda,octavia,102281,dizel,2017,1020000
fiat,doblo,108091,dizel,2017,621000
volkswagen,passat,91125,dizel,2017,1171500
ford,focus,105014,dizel,2017,828500
fiat,doblo,2470,dizel,2017,430000
ford,fiesta,39641,dizel,2017,899000
fiat,egea,67105,dizel,2017,833500
opel,astra,2500,dizel,2017,460000
fiat,egea,39641,dizel,2017,959500
fiat,egea,38201,dizel,2017,959500
fiat,egea,39183,dizel,2017,959500
volvo,xc40,18635,dizel,2017,2360000
volvo,xc40,6317,dizel,2017,2444500
kia,stonic,24314,dizel,2017,914000
kia,stonic,29204,dizel,2017,914000
kia,stonic,30905,dizel,2017,914000
ford,focus,74754,dizel,2017,1131500
mitsubishi,l 200,55009,dizel,2017,1101000
renault,taliant,30476,dizel,2017,778000
fiat,fiorino,205595,dizel,2017,485000
renault,broadway,2350,dizel,2017,245000
chevrolet,aveo,930,dizel,2017,445000
citroen,c4 cactus,140452,dizel,2017,749900
volkswagen,golf,2470,dizel,2017,550000
fiat,doblo,2510,dizel,2017,485000
fiat,punto,92686,dizel,2017,499900
fiat,fiorino,4200,dizel,2017,250000
renault,symbol,96885,dizel,2017,530000
fiat,doblo,2560,dizel,2017,375000
fiat,fiorino,142431,dizel,2017,400000
peugeot,bipper,2150,dizel,2017,420000
fiat,egea,198644,dizel,2017,605000
fiat,egea,196151,dizel,2017,605000
fiat,egea,190957,dizel,2017,645000
fiat,egea,162733,dizel,2017,610000
fiat,egea,133011,dizel,2017,655000
fiat,egea,256088,dizel,2017,579500
fiat,doblo,40,dizel,2017,895000
fiat,doblo,240645,dizel,2017,300000
fiat,punto,22405,dizel,2017,315000
fiat,egea,9668,dizel,2017,700000
renault,megane,155524,dizel,2017,590000
renault,kangoo,1330,dizel,2017,490000
fiat,egea,820,dizel,2017,595000
renault,kangoo,1560,dizel,2017,550000
ford,transit custom,219678,dizel,2017,550000
ford,transit custom,184709,dizel,2017,550000
volkswagen,beetle,130336,dizel,2017,880000
fiat,ducato,17705,dizel,2017,645000
fiat,doblo,2750,dizel,2017,345000
fiat,egea,207439,dizel,2017,660000
fiat,egea,199189,dizel,2017,645000
fiat,egea,177601,dizel,2017,660000
fiat,egea,235353,dizel,2017,549500
fiat,egea,26613,dizel,2017,585000
fiat,egea,220684,dizel,2017,605000
fiat,egea,199418,dizel,2017,645000
fiat,egea,180665,dizel,2017,625000
fiat,fiorino,4000,dizel,2017,265000
fiat,punto,1750,dizel,2017,450000
opel,astra,2094,dizel,2017,485000
fiat,500l,250051,dizel,2017,550000
peugeot,301,2180,dizel,2017,495000
peugeot,301,181142,dizel,2017,520000
fiat,fiorino,235296,dizel,2017,350000
fiat,linea,153567,dizel,2017,470000
volkswagen,golf,157615,dizel,2017,525000
ford,tourneo courier,159,dizel,2017,775000
renault,symbol,2090,dizel,2017,485000
skoda,citigo,88271,dizel,2017,595000
fiat,doblo,137869,dizel,2017,630000
toyota,corolla,235884,dizel,2017,485900
renault,megane,22818,dizel,2017,435000
opel,corsa,166609,dizel,2017,335000
hyundai,getz,2890,dizel,2017,295000
fiat,palio,85928,dizel,2017,359000
fiat,doblo,169086,dizel,2017,550000
fiat,fiorino,70821,dizel,2017,620000
fiat,fiorino,1570,dizel,2017,650000
fiat,doblo,204184,dizel,2017,420000
fiat,fiorino,1630,dizel,2017,475000
jeep,renegade,103306,dizel,2017,940000
jeep,compass,14547,dizel,2017,1800000
peugeot,301,150724,dizel,2017,560000
fiat,egea,114877,dizel,2017,600000
fiat,egea,74142,dizel,2017,620000
jeep,compass,6026,dizel,2017,1700000
nissan,primera,2640,dizel,2017,260000
fiat,albea,255387,dizel,2017,235000
ford,transit connect,3190,dizel,2017,250000
citroen,c- elysee,1580,dizel,2017,750000
dacia,sandero,1450,dizel,2017,485000
fiat,stilo,1000,dizel,2017,425000
nissan,qashqai,129941,dizel,2017,960000
fiat,egea,150873,dizel,2017,555900
citroen,berlingo,1930,dizel,2017,275000
fiat,albea,160035,dizel,2017,280000
fiat,linea,96507,dizel,2017,455900
ford,focus,2823,dizel,2017,750000
fiat,fiorino,3120,dizel,2017,360000
fiat,fiorino,75502,dizel,2017,590000
opel,astra,2600,dizel,2017,515000
skoda,fabia,219867,dizel,2017,400000
fiat,fiorino,17225,dizel,2017,560000
fiat,egea,36245,dizel,2017,585000
ford,tourneo courier,208948,dizel,2017,510000
citroen,c-elysee,89015,dizel,2017,750000
fiat,egea,127,dizel,2017,765000
opel,astra,2400,dizel,2017,265000
citroen,berlingo,2250,dizel,2017,225000
opel,astra,1330,dizel,2017,525000
fiat,doblo,4010,dizel,2017,265000
fiat,doblo,1520,dizel,2017,475000
renault,kangoo,1475,dizel,2017,585000
volkswagen,transporter,2700,dizel,2017,520000
peugeot,307,263055,dizel,2017,360000
fiat,fiorino,1775,dizel,2017,495000
fiat,egea,63151,dizel,2017,825000
fiat,egea,195,dizel,2017,850000
fiat,doblo,760,dizel,2017,685000
fiat,fiorino,53504,dizel,2017,585000
fiat,fiorino,370,dizel,2017,595000
kia,niro,69,dizel,2017,1695000
bmw,1 serisi,550,dizel,2017,1650000
nissan,qashqai,1000,dizel,2017,1350000
fiat,fiorino,405,dizel,2017,635000
fiat,egea,650,dizel,2017,740000
fiat,egea,4199,dizel,2017,799000
fiat,egea,19933,dizel,2017,700000
toyota,c-hr,630,dizel,2017,1250000
fiat,doblo,81994,dizel,2017,735000
fiat,egea,250,dizel,2017,830000
fiat,egea,120,dizel,2017,860000
fiat,egea,110,dizel,2017,860000
fiat,egea,190,dizel,2017,780000
fiat,egea,180,dizel,2017,780000
dacia,duster,10597,dizel,2017,835000
fiat,egea,200383,dizel,2017,635000
opel,meriva,1550,dizel,2017,355000
fiat,egea,300,dizel,2017,730000
dacia,sandero,1695,dizel,2017,635000
renault,symbol,11742,dizel,2017,625000
fiat,linea,2920,dizel,2017,365000
ford,transit,174215,dizel,2017,320000
fiat,punto,153112,dizel,2017,420000
ford,tourneo connect,225695,dizel,2017,470000
renault,clio,520,dizel,2017,650000
fiat,doblo,44683,dizel,2017,730000
fiat,fiorino,1640,dizel,2017,450000
fiat,punto,1520,dizel,2017,420000
kia,picanto,28911,dizel,2017,600000
fiat,egea,550,dizel,2017,600000
fiat,egea,540,dizel,2017,615000
fiat,fiorino,131838,dizel,2017,400000
fiat,egea,7441,dizel,2017,650000
opel,astra,1366,dizel,2017,535000
fiat,egea,180236,dizel,2017,600000
fiat,egea,210656,dizel,2017,600000
fiat,fiorino,269,dizel,2017,495000
fiat,egea,32381,dizel,2017,700000
fiat,fiorino,1445,dizel,2017,650000
fiat,fiorino,61159,dizel,2017,650000
fiat,egea,149622,dizel,2017,600000
renault,fluence,2260,dizel,2017,530000
fiat,fiorino,57687,dizel,2017,435000
renault,clio,1200,dizel,2017,510000
peugeot,301,1870,dizel,2017,550000
fiat,fiorino,394413,dizel,2017,200000
hyundai,accent,40951,dizel,2017,480000
fiat,linea,1090,dizel,2017,555000
hyundai,i20,1730,dizel,2017,450000
fiat,linea,1700,dizel,2017,480000
fiat,linea,197113,dizel,2017,350000
fiat,doblo,206863,dizel,2017,400000
dacia,sandero,1074,dizel,2017,650000
citroen,c- elysee,1820,dizel,2017,550000
peugeot,301,176772,dizel,2017,550000
honda,city,168232,dizel,2017,450000
ford,tourneo courier,72806,dizel,2017,600000
volkswagen,golf,168821,dizel,2017,545000
fiat,egea,25582,dizel,2017,570000
fiat,punto,107257,dizel,2017,450000
citroen,c3,2740,dizel,2017,490000
opel,corsa,109365,dizel,2017,450000
dacia,sandero,2338,dizel,2017,425000
honda,jazz,1990,dizel,2017,395000
fiat,doblo,2700,dizel,2017,485000
fiat,linea,168385,dizel,2017,405000
renault,laguna,289397,dizel,2017,405000
fiat,panda,106955,dizel,2017,470000
peugeot,301,85032,dizel,2017,500000
fiat,ducato,198275,dizel,2017,500000
fiat,fiorino,95288,dizel,2017,350000
fiat,punto,1590,dizel,2017,400000
fiat,ducato,222892,dizel,2017,600000
nissan,qashqai,101719,dizel,2017,855000
fiat,fiorino,68777,dizel,2017,575000
fiat,egea,53391,dizel,2017,655000
renault,clio,1070,dizel,2017,650000
fiat,doblo,1750,dizel,2017,550000
fiat,egea,350,dizel,2017,725000
fiat,fiorino,267191,dizel,2017,450000
hyundai,i20,282,dizel,2017,895000
jeep,renegade,660,dizel,2017,995000
fiat,fiorino,620,dizel,2017,500000
fiat,doblo,1630,dizel,2017,500000
fiat,doblo,111718,dizel,2017,675000
skoda,kodiaq,10848,dizel,2017,1495000
fiat,palio,266567,dizel,2017,275000
fiat,doblo,123611,dizel,2017,485000
fiat,doblo,162473,dizel,2017,490000
fiat,doblo,123803,dizel,2017,495000
peugeot,expert,1830,dizel,2017,580000
hyundai,h100,341249,dizel,2017,135000
toyota,auris,3060,dizel,2017,500000
ford,puma,190,dizel,2017,965000
peugeot,2008,4725,dizel,2017,1295000
mini,cooper,84757,dizel,2017,1300000
honda,civic,163292,dizel,2017,490000
honda,civic,255,dizel,2017,1265000
fiat,fiorino,1501,dizel,2017,550000
fiat,egea,11462,dizel,2017,737000
fiat,egea,69695,dizel,2017,525000
volkswagen,golf,11979,dizel,2017,1000000
