Marka,Model,KM,Yakit,Yil,Fiyat
ford,focus,117860,dizel,2019,1239000
opel,astra,56900,benzin,2012,659000
ford,tourneo courier,10365,dizel,2023,745900
ford,fiesta,56000,benzin,2011,495900
ford,focus,83400,benzin,2006,529000
ford,kuga,81859,dizel,2019,1069000
ford,kuga,36900,dizel,2021,1249000
renault,megane,94766,dizel,2018,889000
fiat,egea,31262,benzin,2022,682000
ford,focus,163198,dizel,2018,1050500
ford,focus,122268,dizel,2019,853500
renault,megane,38527,benzin,2021,909000
ford,focus,141210,dizel,2015,615000
fiat,egea,98617,dizel,2020,641500
skoda,octavia,113515,dizel,2019,1005000
skoda,octavia,101773,dizel,2019,1040500
hyundai,kona,11361,benzin,2022,1025000
mercedes-benz,viano,355540,dizel,2010,610000
ford,focus,182650,benzin_lpg,2017,690000
opel,insignia,111640,dizel,2016,865000
kia,rio,36114,benzin,2022,788000
renault,megane,60960,dizel,2018,939500
nissan,qashqai,142886,dizel,2014,870000
ford,kuga,56016,dizel,2022,1424000
renault,captur,40772,hybrit,2022,1141500
renault,megane,13430,benzin,2022,950000
ford,kuga,90145,dizel,2018,990000
skoda,octavia,165943,dizel,2014,785000
ford,kuga,22161,dizel,2020,1387000
nissan,juke,32609,benzin,2021,1131500
skoda,superb,43383,dizel,2019,1343500
volkswagen,passat,149513,dizel,2019,1353500
ford,transit,140783,dizel,2018,745000
kia,stonic,36884,benzin,2021,939000
fiat,egea,155327,dizel,2016,535000
ford,kuga,39960,dizel,2017,1260000
hyundai,ix35,94774,benzin,2012,745000
volkswagen,taigo,28524,benzin,2022,1150000
ford,c-max,111995,dizel,2010,560000
ford,focus,78336,dizel,2020,1135000
renault,clio,93926,benzin,2015,655000
ford,focus,38374,benzin,2021,1069000
renault,clio,111403,dizel,2016,785000
fiat,egea,163819,dizel,2019,595000
ford,focus,169117,benzin_lpg,2008,530000
toyota,corolla,73335,benzin,2016,690000
ford,tourneo courier,29117,dizel,2022,740000
ford,kuga,82042,dizel,2020,1297000
ford,mondeo,129663,dizel,2012,745000
ford,focus,11141,benzin,2021,1070000
ford,focus,155343,dizel,2019,840000
ford,focus,161539,dizel,2019,830000
ford,focus,181548,dizel,2019,830000
ford,c-max,196853,dizel,2008,470000
ford,kuga,16419,benzin,2015,1075000
skoda,superb,142380,dizel,2019,1202000
fiat,doblo,50531,dizel,2021,671500
nissan,juke,69481,benzin,2013,630000
fiat,linea,191600,dizel,2015,445000
ford,focus,59256,dizel,2019,964500
renault,clio,59658,benzin,2021,747500
renault,clio,77061,benzin,2020,591000
renault,clio,63337,benzin,2021,747500
fiat,egea,108903,dizel,2019,798000
ford,focus,124792,dizel,2018,980000
kia,stonic,36512,benzin,2022,904000
renault,taliant,30521,benzin,2022,778000
fiat,doblo,99454,dizel,2019,661500
renault,clio,102949,benzin,2020,747500
ford,focus,70218,benzin,2013,722000
ford,focus,55859,dizel,2021,1000000
volkswagen,tiguan,104359,benzin,2015,1000000
ford,kuga,50969,dizel,2017,1090000
ford,tourneo courier journey,49487,dizel,2022,735000
ford,kuga,31411,dizel,2022,1225000
opel,antara,116229,dizel,2010,680000
ford,tourneo custom,156838,dizel,2019,1091000
fiat,egea,119224,dizel,2020,702000
fiat,egea,48697,dizel,2019,651500
fiat,egea,120409,dizel,2019,707000
fiat,egea,87188,dizel,2019,606000
fiat,egea,33878,dizel,2020,778000
kia,stonic,45068,benzin,2021,853500
fiat,doblo,46900,dizel,2022,710000
fiat,egea cross,36081,dizel,2022,959500
fiat,egea cross,35912,dizel,2022,980000
ford,kuga,137882,dizel,2018,940000
volkswagen,tiguan,126961,dizel,2018,1439500
peugeot,partner,166651,dizel,2010,440000
ford,focus,196277,dizel,2013,595000
hyundai,tucson,45656,benzin,2015,1055000
toyota,corolla,174618,benzin_lpg,2011,580000
ford,focus,109182,dizel,2017,812000
opel,insignia,162950,dizel,2017,840000
skoda,yeti,116417,dizel,2013,600000
fiat,ducato,135213,dizel,2015,595000
ford,kuga,7638,benzin,2022,1900000
ford,kuga,27359,dizel,2020,1375000
hyundai,ix35,198070,lpg,2013,780000
ford,c-max,180006,dizel,2013,750000
ford,puma,41799,benzin,2022,1049000
peugeot,2008,65471,dizel,2021,1168000
ford,focus,89378,dizel,2020,963000
kia,stonic,8176,benzin,2023,915000
renault,megane,108084,benzin_lpg,2012,570000
skoda,octavia,134520,dizel,2015,685000
ford,focus,8593,benzin,2022,1250000
ford,focus,97679,dizel,2016,762000
ford,tourneo courier journey,203783,dizel,2020,604500
ford,puma,41689,benzin,2022,1023000
ford,kuga,46722,dizel,2022,1386000
ford,puma,25756,benzin,2022,1040000
renault,clio,120580,benzin,2020,712500
audi,a3,75748,benzin,2021,1348000
fiat,egea,70731,dizel,2018,683500
mercedes-benz,c serisi,62942,dizel,2021,1923000
opel,astra,35670,benzin,2016,730000
ford,focus,132836,dizel,2019,1020000
ford,focus,119275,dizel,2018,850000
ford,c-max,120949,dizel,2016,835000
ford,mondeo,142810,dizel,2018,1150000
ford,c-max,148882,dizel,2015,710000
ford,focus,86500,dizel,2017,815000
ford,kuga,33500,dizel,2020,1640000
volkswagen,tiguan,107200,benzin,2012,885000
volkswagen,jetta,182980,benzin,2006,505000
seat,leon,77600,benzin,2016,1030000
ford,focus,76300,dizel,2020,1200000
volkswagen,golf,43750,benzin,2017,1325000
toyota,corolla,181700,dizel,2007,525000
audi,a3,60050,benzin,2019,1395000
volvo,s 60,52755,benzin,2021,2425000
skoda,yeti,89500,benzin,2013,815000
kia,sportage,116100,dizel,2020,1225000
opel,crossland x,51000,dizel,2020,835000
ford,tourneo courier,87725,dizel,2018,585000
renault,captur,64520,dizel,2016,780000
ford,focus,77800,dizel,2014,885000
hyundai,i20,164000,dizel,2016,585000
ford,tourneo custom,108095,dizel,2020,1100000
ford,tourneo courier,17000,benzin_lpg,2023,698000
ford,tourneo courier,8800,benzin_lpg,2023,698000
ford,kuga,237000,dizel,2011,625000
skoda,kamiq,30000,benzin,2021,1270000
fiat,egea,32500,dizel,2016,690000
ford,focus,13800,benzin,2022,1150000
skoda,kodiaq,82500,benzin,2021,1590000
seat,ateca,99315,benzin,2020,1500000
ford,focus,76717,dizel,2020,1000000
honda,civic,38505,benzin,2020,1500000
renault,captur,80800,benzin,2015,970000
ford,b-max,94527,dizel,2015,750000
volkswagen,polo,148212,dizel,2014,625000
seat,leon,199436,benzin,2012,740000
volkswagen,jetta,116200,dizel,2015,885000
renault,megane,96485,benzin,2004,630000
opel,corsa,159959,benzin,2008,475000
nissan,qashqai,132560,dizel,2016,895000
nissan,qashqai,66515,dizel,2018,1500000
ford,transit,291900,dizel,2014,600000
hyundai,i30,96700,hybrit,2015,815000
ford,transit courier,380000,dizel,2017,575000
ford,fiesta,132006,dizel,2015,635000
ford,focus,100705,dizel,2010,600000
ford,kuga,51440,dizel,2022,1404000
volkswagen,taigo,49803,benzin,2022,1400000
ford,kuga,57160,dizel,2022,1500000
ford,focus,110500,dizel,2019,891000
fiat,egea cross,56000,benzin,2021,786000
fiat,egea,89000,benzin,2022,714500
ford,tourneo courier journey,36000,dizel,2022,890000
volkswagen,taigo,85000,benzin,2022,1200000
ford,focus,59103,lpg,2022,1032000
ford,puma,18000,benzin,2022,1108000
fiat,egea,46120,dizel,2022,910000
renault,megane,157000,benzin,2019,856000
ford,tourneo courier,107172,dizel,2020,665000
renault,megane,65000,benzin,2021,852000
audi,a3,74447,dizel,2021,1500000
renault,clio,61987,dizel,2020,738500
renault,clio,56000,dizel,2020,736000
fiat,egea,89000,dizel,2022,750000
fiat,egea,250000,dizel,2020,604000
seat,ateca,73500,benzin,2021,1263000
ford,tourneo courier,168571,dizel,2017,565000
fiat,egea cross,52700,benzin,2021,749000
opel,corsa,14550,benzin,2021,919000
ford,focus,17000,dizel,2018,1300000
citroen,c3,59300,benzin,2020,815000
citroen,c3,8700,benzin,2023,720000
ford,puma,15300,benzin,2020,1250000
ford,tourneo courier journey,15000,dizel,2022,1275000
renault,clio,82000,dizel,2018,800000
renault,clio,116000,dizel,2017,745000
bmw,x 5,289000,dizel,2008,1380000
volkswagen,tiguan,162090,dizel,2019,1065000
ford,kuga,34178,dizel,2020,1455000
ford,kuga,122551,dizel,2018,1115000
seat,leon,109264,dizel,2016,871000
ford,tourneo courier,84000,dizel,2021,735000
ford,tourneo courier,195245,dizel,2016,579000
citroen,jumpy,147972,dizel,2022,715000
ford,focus,38199,benzin,2020,915000
volkswagen,golf,101263,benzin,2020,1267500
ford,focus,22259,benzin,2020,965000
ford,transit custom,188147,dizel,2017,555000
ford,fiesta,203589,dizel,2013,515000
volkswagen,tiguan,96750,benzin,2010,675000
ford,focus,65613,benzin,2011,600000
ford,tourneo courier,26054,dizel,2022,650000
ford,mondeo,38700,benzin,2020,1590000
ford,focus,189000,dizel,2015,719900
ford,kuga,61994,dizel,2019,1385000
renault,captur,113131,dizel,2016,705000
ford,puma,32190,benzin,2020,1155900
volkswagen,golf,159768,benzin,2014,835900
fiat,egea,123955,dizel,2020,670900
ford,tourneo courier,60856,dizel,2019,835000
hyundai,tucson,135742,benzin,2016,1090000
ford,tourneo courier,45580,dizel,2020,875000
nissan,qashqai,108150,benzin,2014,815000
ford,transit,1114909,dizel,2017,827500
ford,tourneo courier journey,66570,dizel,2020,995000
volkswagen,golf,26000,benzin,2022,1030000
kia,cerato,101500,dizel,2017,779000
dacia,sandero,170000,dizel,2015,615000
audi,a3,130000,benzin,2010,685000
volkswagen,passat,205000,dizel,2018,1020000
kia,rio,107000,benzin,2014,610000
ford,focus,24000,dizel,2020,1320000
ford,focus,30000,benzin,2020,845000
honda,cr-v,227850,dizel,2014,825000
hyundai,i20,106000,benzin,2016,535000
ford,edge,97225,dizel,2016,1975000
ford,transit,35746,dizel,2020,1150000
nissan,x-trail,64400,dizel,2014,1400000
volkswagen,transporter,186495,dizel,2016,625000
ford,c-max,147000,dizel,2016,1025000
ford,focus,150000,dizel,2017,995000
opel,astra,190000,benzin_lpg,2011,575000
ford,focus,126000,benzin,2012,695000
fiat,egea,145000,dizel,2018,685000
opel,crossland x,6135,benzin,2022,1095000
renault,megane,43500,benzin,2020,920000
ford,transit,277837,dizel,2011,475000
ford,transit,254452,dizel,2013,510000
volkswagen,transporter,274388,dizel,2016,550000
skoda,octavia,174500,benzin_lpg,2012,650000
ford,transit,258000,dizel,2015,700000
ford,fiesta,14000,benzin,2015,750000
ford,transit,173000,dizel,2021,1050000
hyundai,i20,111500,benzin_lpg,2017,600000
ford,transit,195000,dizel,2020,900000
ford,transit,250000,dizel,2019,772900
ford,tourneo connect,180000,dizel,2018,732900
ford,focus,139619,dizel,2017,722900
ford,transit,234900,dizel,2020,1052900
ford,transit,250000,dizel,2012,499900
dacia,sandero,37000,dizel,2016,682900
dacia,duster,95300,benzin_lpg,2020,741900
ford,tourneo courier,7000,dizel,2022,692900
ford,tourneo courier,72280,dizel,2021,766900
ford,transit,181000,dizel,2020,890000
ford,transit,125000,dizel,2018,852900
ford,transit,89210,dizel,2020,959900
ford,c-max,244000,dizel,2011,599900
ford,transit,90000,dizel,2019,942900
ford,transit,28000,dizel,2022,1022900
ford,transit,42000,dizel,2019,942900
ford,transit,62000,dizel,2022,1099900
volkswagen,caddy,218000,dizel,2012,622900
ford,focus,129000,dizel,2014,632900
nissan,qashqai,10000,benzin,2022,1599000
volkswagen,tiguan,130000,benzin,2014,922900
ford,focus,46000,dizel,2020,1150000
ford,tourneo courier,28414,dizel,2022,872900
ford,tourneo courier,22500,dizel,2022,832900
mazda,cx-3,154000,dizel,2015,852900
nissan,micra,26173,dizel,2022,832900
ford,transit,107000,dizel,2019,850000
ford,tourneo courier,49000,dizel,2020,752900
fiat,fiorino,199000,dizel,2014,462900
ford,transit custom,116300,dizel,2017,752900
renault,clio,118000,dizel,2017,682900
ford,tourneo connect,84000,dizel,2016,785000
ford,tourneo courier,21500,dizel,2022,685000
volkswagen,tiguan,168000,benzin,2014,900000
ford,focus,119000,benzin,2014,715000
ford,tourneo courier,52000,dizel,2020,760000
renault,clio,166200,dizel,2012,555000
ford,tourneo courier,27700,dizel,2022,695000
honda,civic,111000,benzin,2018,1050000
citroen,c3,51500,benzin,2021,725000
dacia,sandero,59300,dizel,2017,730000
ford,tourneo courier,54000,dizel,2021,800000
ford,fiesta,155000,dizel,2013,620000
ford,kuga,44700,dizel,2020,1400000
ford,kuga,15000,dizel,2020,1450000
citroen,c3,20400,benzin,2021,750000
ford,tourneo courier,20,benzin,2023,820000
seat,arona,75600,benzin,2019,975000
renault,megane,79500,benzin,2020,830000
ford,focus,56559,benzin,2020,945000
ford,focus,17500,benzin,2020,960000
citroen,c3,8500,benzin,2021,755000
ford,tourneo custom,6500,dizel,2022,1410000
ford,ecosport,60000,benzin,2020,890000
ford,kuga,19100,dizel,2022,1500000
ford,kuga,21600,dizel,2022,1550000
dacia,duster,33500,benzin,2022,940000
dacia,duster,37800,benzin,2022,910000
ford,puma,23450,benzin,2022,1220000
ford,puma,26745,benzin,2022,1220000
renault,clio,22000,benzin,2022,820000
renault,clio,130800,dizel,2016,740000
honda,civic,105500,benzin_lpg,2018,1125000
fiat,egea,43000,dizel,2022,950000
citroen,c- elysee,31850,dizel,2022,755000
ford,ecosport,18650,benzin,2022,995000
ford,tourneo courier journey,210000,dizel,2017,595000
opel,astra,125500,dizel,2017,830000
ford,transit,170000,dizel,2020,715000
ford,c-max,80000,dizel,2016,1070000
ford,kuga,49200,dizel,2020,1900000
volkswagen,polo,34200,benzin,2021,945000
ford,tourneo courier,202651,dizel,2016,575000
toyota,auris,89000,benzin,2015,850000
ford,puma,93200,benzin,2022,1035000
ford,transit,419000,dizel,2008,310000
ford,s-max,178000,dizel,2016,1000000
ford,focus,123000,dizel,2017,810000
ford,tourneo custom,24500,dizel,2022,1450000
renault,clio,6001,benzin,2023,890000
renault,clio,115200,dizel,2020,680000
ford,transit,21500,dizel,2022,1450000
renault,clio,159800,dizel,2020,670000
ford,tourneo connect,89000,dizel,2015,750000
fiat,panda,138000,benzin,2014,500000
ford,transit,29800,dizel,2019,1400000
ford,fiesta,34773,dizel,2018,740000
ford,focus,56566,benzin,2022,1165000
ford,focus,144500,dizel,2015,755000
volkswagen,golf,14344,benzin,2022,995000
renault,captur,140250,benzin_lpg,2013,595000
ford,tourneo courier,30323,dizel,2022,905000
honda,civic,88946,benzin_lpg,2015,865000
volkswagen,caddy,170971,dizel,2015,715000
ford,fiesta,21330,benzin,2022,715000
ford,focus,84291,dizel,2020,960000
ford,kuga,122079,dizel,2017,800000
ford,focus,152940,benzin_lpg,2014,620000
opel,crossland x,33476,dizel,2020,825000
ford,focus,46883,benzin,2019,1015000
ford,kuga,187720,benzin,2014,875000
ford,focus,95658,dizel,2020,844900
renault,clio,47931,dizel,2019,599900
peugeot,expert traveller,47718,dizel,2022,1149900
ford,transit,149604,dizel,2020,849900
ford,transit,171756,dizel,2020,769900
ford,transit,141742,dizel,2022,944900
ford,transit,147942,dizel,2021,899900
dacia,logan,91140,benzin,2014,489900
volkswagen,transporter,221679,dizel,2017,679900
renault,megane,106994,benzin,2020,769900
ford,focus,34075,benzin,2017,849900
nissan,qashqai,159186,dizel,2017,894900
ford,tourneo courier,104476,dizel,2020,639900
volkswagen,polo,64281,dizel,2020,879900
volkswagen,passat variant,247968,dizel,2015,829900
dacia,sandero,93269,dizel,2013,439900
ford,kuga,81846,dizel,2019,1115000
ford,focus,103712,dizel,2020,949000
ford,focus,8691,benzin,2023,1074900
toyota,corolla,93419,benzin_hibrit,2020,975000
toyota,corolla,83782,benzin_hibrit,2020,975000
toyota,corolla,111982,benzin_hibrit,2020,975000
dacia,duster,105178,dizel,2021,830000
dacia,duster,109119,dizel,2021,794900
fiat,doblo,44943,dizel,2022,665000
fiat,doblo,47743,dizel,2022,665000
opel,crossland x,73383,dizel,2019,935000
toyota,corolla,66897,benzin_hibrit,2020,980000
ford,tourneo connect,207524,dizel,2018,680000
dacia,duster,86102,dizel,2020,845000
renault,taliant,48302,benzin,2021,639900
renault,taliant,39352,benzin,2021,649900
renault,taliant,41120,benzin,2021,639900
renault,taliant,51706,benzin,2021,649900
renault,taliant,390996,benzin,2021,639900
ford,tourneo custom,26220,dizel,2022,1179900
mercedes-benz,vito tourer,82588,dizel,2021,1849900
ford,transit,67525,dizel,2021,1070000
renault,taliant,40366,benzin,2021,629900
renault,taliant,53906,benzin,2021,649900
renault,taliant,54443,benzin,2021,649900
fiat,egea,54122,dizel,2022,695000
fiat,egea,40954,dizel,2022,695000
fiat,egea,51575,dizel,2022,730000
fiat,egea,52152,dizel,2022,730000
fiat,egea,44068,dizel,2022,695000
ford,tourneo custom,19522,dizel,2022,1175000
ford,transit,123214,dizel,2020,900000
ford,tourneo courier,26937,dizel,2022,760000
fiat,egea,38145,dizel,2022,689900
fiat,egea,50786,dizel,2022,730000
fiat,egea,44651,dizel,2022,730000
fiat,egea,53351,dizel,2022,730000
fiat,egea,35353,dizel,2022,730000
fiat,egea,48596,dizel,2022,730000
fiat,egea,48040,dizel,2022,730000
fiat,egea,29817,dizel,2022,695000
fiat,egea,45736,dizel,2022,695000
fiat,egea,47455,dizel,2022,695000
ford,transit,158525,dizel,2020,880000
ford,puma,45452,benzin_hibrit,2021,1175000
ford,tourneo courier,51992,dizel,2020,615000
ford,tourneo courier,8179,dizel,2023,720000
ford,mondeo,180500,dizel,2012,699000
ford,ecosport,7231,benzin,2021,950000
citroen,jumpy,94459,dizel,2021,860000
ford,focus,6500,benzin,2022,1225000
ford,ranger,38770,dizel,2019,1199000
ford,transit,246428,dizel,2018,685000
honda,civic,168980,benzin_lpg,2014,765000
ford,transit,70100,dizel,2022,898000
nissan,navara,222600,dizel,2016,720000
ford,transit,168000,dizel,2019,705000
opel,astra,86621,benzin,2014,639000
fiat,fiorino,174055,dizel,2015,499000
renault,trafic,309886,dizel,2017,498000
ford,tourneo custom,127000,dizel,2021,950000
ford,fiesta,95100,benzin_lpg,2016,699000
seat,leon,138538,benzin,2016,795000
peugeot,2008,26000,benzin,2022,1199000
ford,fiesta,154507,benzin,2013,539000
bmw,2 serisi,170080,dizel,2015,925000
ford,ranger,37500,dizel,2021,1915000
fiat,egea,101650,dizel,2019,705000
fiat,egea,99000,dizel,2019,709000
ford,ecosport,52000,benzin,2020,937000
ford,focus,75000,dizel,2020,1085000
ford,tourneo courier journey,22000,dizel,2022,1047000
ford,kuga,69500,dizel,2020,1501000
ford,tourneo courier,18500,dizel,2022,1017000
fiat,egea,99900,dizel,2020,705000
ford,focus,56750,dizel,2020,1085000
ford,puma,6100,benzin,2020,1470000
ford,kuga,110000,dizel,2019,1125000
renault,symbol,98500,benzin,2020,565000
volkswagen,passat,102000,dizel,2018,1200000
ford,focus,49000,benzin,2019,850000
ford,kuga,6755,benzin,2023,1730000
ford,tourneo courier,94200,dizel,2017,715000
ford,tourneo courier,16500,dizel,2022,900000
ford,tourneo courier,132000,dizel,2019,725000
ford,tourneo courier,84000,dizel,2019,725000
ford,tourneo courier journey,111000,dizel,2019,725000
ford,ecosport,6150,benzin,2022,965000
ford,fiesta,140000,benzin,2016,725000
ford,kuga,79000,dizel,2020,1450000
ford,grand c-max,14000,dizel,2011,875000
opel,corsa,65000,benzin,2014,565000
renault,clio,47000,benzin,2013,595000
ford,puma,6150,benzin,2020,1325000
mitsubishi,l 200,13045,dizel,2020,1195000
hyundai,tucson,37237,dizel,2020,1425000
bmw,x5,176848,dizel,2014,2265000
ford,focus,213681,dizel,2006,435000
ford,kuga,38885,dizel,2020,1430000
ford,kuga,67644,dizel,2020,1395000
ford,focus,215058,benzin_lpg,2011,670000
renault,clio,64867,benzin,2018,615000
toyota,auris,63200,benzin_lpg,2015,650000
ford,focus,69816,dizel,2020,1230000
ford,focus,72934,dizel,2020,1255000
ford,tourneo courier journey,40981,dizel,2022,850000
